curve_id,curve_label,curve_role,redshift,log10_mbh_seed_msun,phi_mpc3_dex1,colour,linestyle,source
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,3.7186884433,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,3.7186884433,1.7716643331e-02,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,3.7811708452,1.2295854827e-02,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,3.7811708452,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,3.7811708452,1.2295854827e-02,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,3.8437939847,8.4416499894e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,3.8437939847,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,3.8437939847,8.4416499894e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,3.9062763867,5.7408462304e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,3.9062763867,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,3.9062763867,5.7408462304e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,3.9687588060,3.8988443227e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,3.9687588060,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,3.9687588060,3.8988443227e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.0312412079,2.5700826236e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.0312412079,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.0312412079,2.5700826236e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.0937236099,1.6388455369e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.0937236099,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.0937236099,1.6388455369e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.1562060292,1.0330611069e-03,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.1562060292,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.1562060292,1.0330611069e-03,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.2186884311,6.6053241409e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.2186884311,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.2186884311,6.6053241409e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.2811708504,4.3689467665e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.2811708504,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.2811708504,4.3689467665e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.3437939899,3.1154850945e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.3437939899,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.3437939899,3.1154850945e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.4062763919,2.3138330820e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.4062763919,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.4062763919,2.3138330820e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.4687587938,1.5961022044e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.4687587938,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.4687587938,1.5961022044e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.5312412131,1.0295669279e-04,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.5312412131,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.5312412131,1.0295669279e-04,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.5937236151,5.4563740512e-05,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.5937236151,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.5937236151,5.4563740512e-05,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.6562060344,2.7150928101e-05,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.6562060344,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.6562060344,2.7150928101e-05,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.7186884363,1.1404926566e-05,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.7186884363,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.7186884363,1.1404926566e-05,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.7811708556,5.3104647602e-06,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.7811708556,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.7811708556,5.3104647602e-06,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.8437939778,3.3452319925e-06,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.8437939778,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.8437939778,3.3452319925e-06,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.9062763971,1.9678707650e-06,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.9062763971,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.9062763971,1.9678707650e-06,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
all_seeds_central,All seeds,all_seeds_central,20.0,4.9687587990,2.1244740790e-06,#000000,-,Chen+2026 Fig.5a vector path 1261
all_seeds_lower,All seeds (lower envelope),all_seeds_lower_envelope,20.0,4.9687587990,1.0000000000e-06,#9e9e9e,-,Chen+2026 Fig.5a grey filled support floor; vector path 1261
all_seeds_upper,All seeds (upper envelope),all_seeds_upper_envelope,20.0,4.9687587990,2.1244740790e-06,#9e9e9e,-,Chen+2026 Fig.5a black boundary; vector path 1261
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,0.7186884294,1.2980817465e-06,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,0.7813115689,5.3902256214e-06,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,0.8437939708,1.5221601421e-05,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,0.9062763901,4.8396578888e-05,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,0.9687587921,1.5821036569e-04,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.0312411940,4.7326357481e-04,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.0937236133,1.2429893208e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.1562060153,2.9470927575e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.2186884346,6.4374082344e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.2813115567,1.3149023819e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.3437939760,2.4895186755e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.4062763780,4.3335641727e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.4687587973,6.8794152027e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.5312411992,9.9796926218e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.5937236185,1.3301371542e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.6562060205,1.6355171983e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.7186884225,1.8552105311e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.7813115619,1.9348139828e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.8437939812,1.8577265750e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.9062763832,1.6544668283e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,1.9687588025,1.3787764718e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.0312412044,1.0972810232e-01,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.0937236064,8.6442539521e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.1562060257,7.2038276996e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.2186884277,6.7045321055e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.2811708469,6.9827410143e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.3437939691,7.7088994373e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.4062763884,8.4760416809e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.4687587904,8.9603488883e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.5312412096,8.9664232341e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.5937236116,8.4187999892e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.6562060309,7.3917345781e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.7186884329,6.0688688277e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.7811708348,4.6720932472e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.8437939743,3.4162464658e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.9062763936,2.3774075071e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,2.9687587956,1.5746166567e-02,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.0312411975,9.7722411369e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.0937236168,5.6789399991e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.1562060188,3.1644215444e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.2186884381,1.7126432624e-03,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.2811708400,8.8697340965e-04,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.3437939795,4.4526330774e-04,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.4062763815,2.1101265820e-04,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.4687588008,8.9179479994e-05,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.5312412027,3.3271463644e-05,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.5937236220,1.2667985353e-05,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.6562060240,4.6816015221e-06,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_subedd,Pop-III (sub-Eddington),popiii_subedd,20.0,3.7186884433,1.4955771447e-06,#377eb8,-,Chen+2026 Fig.5a vector path 1262
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,0.7813115689,2.9510898627e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,0.8437939708,8.4588297683e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,0.9062763901,3.1281777319e-05,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,0.9687587921,9.9932279545e-05,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.0312411940,2.7372604860e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.0937236133,6.9261913580e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.1562060153,1.6200748272e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.2186884346,3.5967917172e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.2813115567,7.5231189078e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.3437939760,1.4565702046e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.4062763780,2.5666017881e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.4687587973,4.1188257234e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.5312411992,6.0606493509e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.5937236185,8.1659569850e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.6562060205,1.0163961368e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.7186884225,1.1631262422e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.7813115619,1.2287524942e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.8437939812,1.1983279250e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.9062763832,1.0965377565e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,1.9687588025,9.6865332973e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.0312412044,8.7622035356e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.0937236064,8.7800342144e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.1562060257,1.0212288202e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.2186884277,1.3274358836e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.2811708469,1.7885516383e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.3437939691,2.3741876245e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.4062763884,3.0198700803e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.4687587904,3.6483406966e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.5312412096,4.1863582040e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.5937236116,4.5842822281e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.6562060309,4.8069731740e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.7186884329,4.8363788361e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.7811708348,4.6879499463e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.8437939743,4.3926950234e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.9062763936,3.9897139186e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,2.9687587956,3.5172534981e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.0312411975,3.0198700803e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.0937236168,2.5372049132e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.1562060188,2.0944559440e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.2186884381,1.7045386510e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.2811708400,1.3620611334e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.3437939795,1.0664920825e-01,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.4062763815,8.1770316883e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.4687588008,6.1683743164e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.5312412027,4.6060792264e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.5937236220,3.4046912246e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.6562060240,2.4861471606e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.7186884433,1.7788821795e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.7811708452,1.2379457660e-02,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.8437939847,8.4932907423e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.9062763867,5.7564283065e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,3.9687588060,3.8962033573e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.0312412079,2.5718247039e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.0937236099,1.6421805117e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.1562060292,1.0316620489e-03,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.2186884311,6.5340952944e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.2811708504,4.2926471427e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.3437939899,3.0735469944e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.4062763919,2.2811399363e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.4687587938,1.6036910966e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.5312412131,1.0088483122e-04,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.5937236151,5.5458375065e-05,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.6562060344,2.6389091983e-05,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.7186884363,1.1404926566e-05,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.7811708556,4.9962752906e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
