Phi [lgM☉⁻¹Mpc⁻³],sigma_Phi [lgM☉⁻¹Mpc⁻³],Mbh [M☉],sigma_Mbh,colour,face colour,shape,label,ADSABS,data
-4.339021306329785,,140401843.65653226,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.339951766758378,,141674844.2762286,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.343930089698957,,142959386.98494276,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.347908412639535,,144255576.43291298,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.351886735580116,,145563518.21922588,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.355865058520695,,146883318.9004155,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.359843381461275,,148215085.99914896,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.363821704401852,,149558928.01298138,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.367800027342431,,150914954.42320004,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.376246087771869,,152283275.70373866,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.388181056593607,,153664003.3301827,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.397556304591954,,155057249.78884658,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.40551295047311,,156463128.58593988,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.4105840234519205,,157881754.25681627,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.414562346392499,,159313242.37530032,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.421752094314389,,160757709.5631082,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.429708740195549,,162215273.49934417,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.430590831956165,,163686052.93008977,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.430590831956165,,165170167.67807913,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.430590831956165,,166667738.65245974,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.431854781621822,,168178887.85864112,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.455724719265298,,169703738.40823668,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.4774486154824915,,171242414.52909204,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.485405261363649,,172795041.57540783,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.492499544809281,,174361746.0379508,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.496477867749861,,175942655.55435747,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.501644405204928,,177537898.91953385,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.509601051086083,,179147606.09614995,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.516043630373794,,180771908.22522607,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.520021953314373,,182410937.63681528,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,184064827.86078638,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,185733713.637701,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,187417730.92979294,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,189117016.93204346,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,190831710.08335677,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,192561950.07784,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,194307877.87618643,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,196069635.7171537,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,197847367.1291583,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,199641216.94196302,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,201451331.29847854,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,203277857.6666711,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,205120944.85157487,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522302917867091,,206980743.00741345,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.526281240807671,,208857403.64983508,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,210751079.6682548,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,212661925.33831277,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,214590096.33444124,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,216535749.74254543,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,218499044.07280278,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,220480139.27257848,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,222479196.73945436,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,224496379.33437604,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,226531851.39492366,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.529791151384743,,228585778.74869847,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.531888824143046,,230658328.72683543,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.535867147083625,,232749670.17763358,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.534998420349678,,234859973.48031008,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5310200974091,,236989410.55888262,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5242923975522995,,239138154.8961789,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.516335751671145,,241306381.54796317,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,243494267.15720567,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,245701989.9684667,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,247929729.8424209,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,250177668.27051237,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,252445988.38973847,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5146040260718285,,254734874.99756786,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.518582349012408,,257044514.56699878,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,259375095.26174852,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,261726806.9515864,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,264099841.22779986,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,266494391.41880128,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5263684316959845,,268910652.60588,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.542281723458299,,271348821.6390981,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,273809097.1533248,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,276291679.5844171,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,278796771.18555254,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,281324576.0437039,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,283875300.0962696,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,286449151.1478489,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,289046338.8871691,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,291667074.90417236,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,294311572.70725083,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.552683532791338,,296980047.740645,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.564712056799812,,299672717.40199316,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.58062534856213,,302389801.0600401,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.6065375895676715,,305131520.07251126,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.634385850151714,,307898097.8041488,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.6439399349355925,,310689759.64490676,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.651902945115172,,313506733.0283106,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.663837913936909,,316349247.4499896,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.675440666381265,,319217534.48637134,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.683397312262422,,322111827.8135516,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.690695889687245,,325032363.22632927,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.694674212627824,,327979378.6574136,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.698652535568401,,330953114.1968108,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.70263085850898,,333953812.1113882,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7052994088353035,,336981716.8646018,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7052994088353035,,340037075.1364233,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.716748781687822,,343120135.8434275,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.744597042271865,,346231150.159075,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.76263791899504,,349370371.53417826,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7705945648762,,352538055.7175466,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.77855121075736,,355734460.7768195,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.786507856638519,,358959847.119495,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7944645025196735,,362214477.5141419,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.802421148400828,,365498617.1118119,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.813316827291042,,368812533.4676378,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.825251796112783,,372156496.5626284,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.827392109670476,,375530778.8256661,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.827392109670476,,378935655.15570474,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.8309828468374505,,382371402.944162,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.83496116977803,,385838302.09751534,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.838939492718609,,389336635.06011015,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.842653697274873,,392866686.8371669,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.842653697274873,,396428745.01800525,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.843243667738145,,400023099.7994703,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.847221990678725,,403650044.00957143,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.850284491077071,,407309873.13134336,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.850284491077071,,411002885.3269156,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.851526165698264,,414729381.4618086,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.855504488638843,,418489665.1294412,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.857915284879269,,422284042.67586106,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.857915284879269,,426112823.22470534,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.857915284879269,,429976318.70238835,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.857915284879269,,433874843.86351025,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.864572977453482,,437808716.31649643,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.876507946275224,,441778256.5494778,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.880807666285865,,445783787.95639706,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.880807666285865,,449825636.8633606,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.877936731269873,,453904132.55522054,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.873958408329294,,458019607.3023974,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.847602575724068,,462172396.3879532,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.815775992199433,,466362838.1349127,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.81213052206608,,470591273.9338126,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.81213052206608,,474858048.27052957,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.81213052206608,,479163508.7543318,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.81213052206608,,483508006.1462041,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.81213052206608,,487891894.3874277,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.8105649046554495,,492315530.6284118,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.798629935833711,,496779275.2577862,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.786694967011973,,501283491.93176746,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.77475999819024,,505828547.6037819,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.759304299484126,,510414812.5543666,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.73543436184065,,515042660.42133206,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7205609964397,,519712468.2301978,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.7205609964397,,524424616.42491186,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.716910434867606,,529179488.89885014,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.708953788986446,,533977473.026087,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.700997143105287,,538818959.6929501,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.693040497224128,,543704343.3298719,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.6875608362869405,,548634021.9435189,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.683582513346362,,553608397.1492236,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.6768013533828565,,558627874.2036994,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.668844707501698,,563692862.0380516,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.638987237907346,,568803773.2910973,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.603182331442124,,573961024.342989,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.6019228367853735,,579165035.3491212,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.605901159725954,,584416230.2743781,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.606099089406726,,589715036.9276571,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.606099089406726,,595061886.9967296,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.606099089406726,,600457216.0834137,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.599746246726698,,605901463.7390589,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5440497255585885,,611395073.5003496,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.49926797617595,,616938492.9254481,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.49926797617595,,622532173.6304501,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.500373454811014,,628176571.3261869,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5043517777515945,,633872145.8553449,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.506898769978148,,639619361.2299242,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.506898769978148,,645418685.6690462,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.508655952771131,,651270591.6371036,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.512634275711711,,657175555.8822471,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,663134059.4752194,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.514529563780346,,669146587.8485563,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.5169384507312484,,675213630.8361281,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.520916773671827,,681335682.7130548,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,687513242.2359678,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
-4.522160357582544,,693746812.6836385,,#ff0000,none,line,Heavy Eddington-limited,https://ui.adsabs.harvard.edu/abs/2025ApJ...988..110J/abstract,
